geo,time_period,population_density,hospital_beds,at_risk_of_poverty,low_work_intensity,gdp_current_prices,rd_expenditure,internet_access,tertiary_education
FRL0,2007,155.2,151.9454803466797,13.288990020751953,8.832342147827148,28000.0,2.502939224243164,79.52061462402344,34.082313537597656
FRL0,2008,155.6,155.51522827148438,13.285762786865234,8.983078956604004,28500.0,2.5104920864105225,80.81066131591797,34.740718841552734
FRL0,2009,155.9,156.46365356445312,13.329052925109863,9.261781692504883,28000.0,2.4787254333496094,79.07002258300781,34.4849967956543
FRL0,2010,156.3,139.13,12.622326850891113,9.1525297164917,29200.0,2.138493299484253,81.09317779541016,35.31183624267578
FRL0,2011,156.9,139.71,12.756396293640137,9.298842430114746,29700.0,2.1649746894836426,81.38128662109375,35.29814147949219
FRL0,2012,157.5,140.17,12.58739185333252,9.472617149353027,30400.0,2.311584234237671,81.59992218017578,35.649009704589844
FRL0,2013,158.2,136.27,12.70220947265625,9.781579971313477,30200.0,2.417989492416382,81.66231536865234,33.2
FRL0,2014,159.9,138.63,14.039820671081543,10.687797546386719,30600.0,2.4015097618103027,80.38,35.0
FRL0,2015,160.6,139.93,14.13919448852539,10.352709770202637,31100.0,2.6550514698028564,84.03,35.3
FRL0,2016,160.9,141.92,13.805930137634277,9.701501846313477,31300.0,2.601921558380127,86.04,35.8
FRL0,2017,161.4,142.92,13.57823371887207,8.423504829406738,32000.0,2.4269020557403564,89.24,36.2
FRL0,2018,162.0,142.82,13.57823371887207,7.778357028961182,32700.0,2.619652032852173,89.19,37.9
FRL0,2019,162.4,145.8,13.795344352722168,7.119789123535156,33400.0,2.791543483734131,89.27,38.8
FRL0,2020,163.0,149.41,14.287382125854492,6.856896877288818,31800.0,2.6400959491729736,91.45452117919922,40.0
FRL0,2021,163.5,151.09,13.797948837280273,7.789460182189941,37300.0,2.16,93.7,40.8
FRL0,2022,165.9,155.14,15.6,7.94188117980957,41400.0,2.8770358562469482,93.3,41.9
FRL0,2023,166.7,192.1107635498047,16.7,8.112757682800293,37800.0,2.7871651649475098,94.97,42.1
FRL0,2024,75.57299041748047,156.84669494628906,16.007883071899414,6.332276344299316,34327.4296875,2.0850958824157715,93.36,42.3
